stop_id,stop_name,stop_desc,stop_lat,stop_lon
2000957,KUANTAN PARADE PINTU UTAMA,JLN HAJI ABDUL RAHMAN,3.805273,103.323129
2000966,MAYBANK BUKIT UBI,JLN BUKIT UBI,3.806041,103.325393
2000240,(M) TELUK CEMPEDAK,JLN TELOK CEMPEDAK,3.8122632861423,103.37044914889
2000962,TAMAN TERUNTUM,JLN TELOK CEMPEDAK,3.812044,103.363515
2000963,DEWAN JUBLI PERAK SHAS,JLN TELOK CEMPEDAK,3.811851,103.358011
2000964,ANNEXE,JLN DATO MAHMUD,3.814633,103.348022
2000131,HOMEBOX DESIGN,JLN TELUK SISEK,3.8157380958031,103.34329890595
2000347,HOTEL KOSMA,JLN TELUK SISEK,3.8150811038066,103.33559376889
2000392,SHELL JLN BESERAH,JLN BESERAH,3.814333693372,103.33257027773
2000161,SHELL JLN BESERAH,JLN BESERAH,3.8153013703393,103.33260442299
2000323,HOTEL SERI MALAYSIA,JLN TELUK SISEK,3.814636524613,103.33483839146
2000069,HOMEBOX DESIGN,JLN TELUK SISEK,3.8159004016676,103.34305551868
2000959,ANNEXE REST HOUSE,JLN DATO MAHMUD,3.814835,103.347883
2000961,DEWAN JUBLI PERAK SHAS,JLN TELOK CEMPEDAK,3.812009,103.357984
2000255,(M) TAMAN IMPIAN,JLN KG PADANG 4,3.8688146451361,103.25025681088
2000035,PERUMAHAN TAMAN IMPIAN,JLN KG PADANG 4,3.8660006658705,103.24943431518
2000337,SM PENDIDIKAN KHAS VOKASIONAL,JLN SG LEMBING,3.8576859504549,103.25603243199
2000136,SK KG.PADANG JAYA,JLN SG LEMBING,3.8558990521118,103.25776462113
2000031,KAMPUNG PADANG,JLN SG LEMBING,3.851024853895,103.26209588754
2000070,KOLEJ PROFESSIONAL MARA,JLN SG LEMBING,3.8381990936407,103.26499372247
2000430,(M) WISMA BELIA,JLN SULTAN ABDULLAH,3.8237644780805,103.28174060313
2000006,BALAI BOMBA INDERA MAHKOTA,JLN SULTAN ABDULLAH,3.8212757767935,103.28529258448
2000389,INDERA MAHKOTA 5,JLN SULTAN ABDULLAH,3.8223004637818,103.29123229006
2000028,SMK TENGKU PANGLIMA PERANG,JLN SULTAN ABDULLAH,3.8232911505606,103.2937420728
2000474,INDERA MAHKOTA 6,JLN SULTAN ABDULLAH,3.8239114151312,103.2964236468
2000054,INDERA MAHKOTA 8,JLN SG LEMBING,3.8265456771183,103.30236024786
2000256,SHAHPUTRA VILLAGE,JLN SG LEMBING,3.8236328139972,103.30639920328
2000195,SHELL JLN SG. LEMBING,JLN SG LEMBING,3.8220353148566,103.30796881233
2000016,JKR DAERAH KUANTAN,JLN SG LEMBING,3.8199782730532,103.31037656759
2000452,PERSATUAN BOLA SEPAK NEGERI PAHANG,JLN SG LEMBING,3.8185102888075,103.31343135728
2000442,LOT KEDAI BKT UBI,JLN SG LEMBING,3.8148957136223,103.31937118394
